username,userimage,content,score,thumbsupcount,reviewcreatedversion,at,replycontent,repliedat,appversion,sentiment_score,sentiment
User_1458,,"Takes such a long time to find me a driver, which usually ends for me being late. Also very expensive and laggy",1,0,,2024-12-15 12:55:18,,,,0.0,neutral
User_1459,,Mr. Andrei is very respectful He teach me how to check the price since this is my first time. The car is clean. Thank you for the safety. Have a great day always,5,0,4.555.10003,2024-12-15 12:55:09,,,4.555.10003,0.9371,positive
User_1479,,"Surge Pricing based ride shares, and also ads when you're waiting for a ride you paid for. Not kidding: got a full spread Coke ad AFTER PAYING for a ride no less. The ad remained present until the app cancelled my ride suddenly because prices ""went up"" due to demand. Silicon Valley is a pestilence on society.",1,1,,2024-12-15 12:11:45,,,,-0.4207,negative
User_1486,,Better then any other ola or rapido prices are reasonable,5,0,4.556.10005,2024-12-15 11:50:16,,,4.556.10005,0.4404,positive
User_1492,,Uber is very bad he contain extra cost,1,0,,2024-12-15 11:28:25,,,,-0.6195,negative
User_1496,,Low cost and best ride,5,0,4.556.10005,2024-12-15 11:24:09,,,4.556.10005,0.4767,positive
User_1532,,Good experience & reasonable prices but as usual location shows different like always,5,0,4.556.10005,2024-12-15 09:34:34,,,4.556.10005,0.6369,positive
User_1541,,Affordable cost for ride.. Thank you,4,0,4.556.10005,2024-12-15 08:57:21,,,4.556.10005,0.3612,positive
User_1564,,Worst app and maps not accurate very disapointing,1,0,4.518.10001,2024-12-15 07:49:48,,,4.518.10001,-0.6249,negative
User_1583,,Expensive and fast,5,0,4.556.10005,2024-12-15 06:21:06,,,4.556.10005,0.0,neutral
User_1587,,Fare Heavy Increase System,1,0,4.556.10005,2024-12-15 06:03:49,,,4.556.10005,0.3182,positive
User_1594,,Affadabal price compare to other apps,5,0,4.556.10005,2024-12-15 05:45:36,,,4.556.10005,0.0,neutral
User_1595,,I used to think this app was a solid 4-5 but over the last two years it has got progressively more expensive and progressively worse and now they are choking driver response to encourage people to pay for priority is just disgusting and literally ringing customers dry when all they want to do is get home.,2,0,4.556.10005,2024-12-15 05:41:57,,,4.556.10005,-0.8573,negative
User_1598,,"Today i got to know that driver can drop me anywhere even in middle of jungle. So be aware guys with Uber drivers. They charged me full amount. Means he dropped me in half journey. Update: Uber has refunded my amount, good thing but make a feature to report such instances from the app itself at passanger end. This is the first time I have seen that after subscribing Uber one I'm getting higher price quote for same place and same time. 3x the previous original price. Do not subscribe to Uber one.",5,1,4.556.10005,2024-12-15 05:36:26,,,4.556.10005,0.4249,positive
User_1613,,"It's ok when it works. Not when you've done a good amounts worth of groceries and are stuck outside the supermarket in the cold for over an hour, With silly drivers (all 3) that are more than 2 miles away, then cancel when they get close. I ended up calling a local taxi that got to me in under 10 minutes and cost cheaper than Uber. I also notice how each time the price went further up after each one cancelled.",2,12,4.556.10005,2024-12-15 04:44:34,,,4.556.10005,0.2732,positive
User_1649,,Low Cost Good Service,5,0,4.556.10005,2024-12-15 01:26:13,,,4.556.10005,0.2023,positive
User_1658,,Nice rates and very safe trips 👌,4,0,4.553.10000,2024-12-15 00:50:20,,,4.553.10000,0.9079,positive
User_1671,,"Good clean cars, Polite drivers, Decent price. 1 star less coz sometime its way too difficult to get it booked and sometime if its a terminus drops drivers are greedy and demand extra amt. which ofcource we tend to pay coz we are short of time.",4,0,4.554.10001,2024-12-15 00:12:10,,,4.554.10001,-0.0258,neutral
User_1680,,"BS fees, AND the prices are more expensive. Fk Uber and their greedy fees...",1,0,4.554.10001,2024-12-14 23:57:39,,,4.554.10001,-0.3744,negative
User_1685,,They so cheap,5,0,4.556.10005,2024-12-14 23:54:36,,,4.556.10005,0.0,neutral
User_1741,,It is so expensive,1,0,,2024-12-14 21:12:00,,,,0.0,neutral
User_1763,,"This used to be the smart, cheap alternative to cabs. The prices have now doubled or sometimes tripled since 2021, and they add a new predatory price gouging tactic, like surge pricing and increased fees for cabs to arrive a few minutes quicker, every few months. They've become a prime example of en****tification in the tech industry.",2,7,4.556.10005,2024-12-14 20:33:01,,,4.556.10005,0.743,positive
User_1768,,"Good service, low price",4,0,4.555.10003,2024-12-14 20:26:31,,,4.555.10003,0.2023,positive
User_1777,,Last time I rated this app in 2020 it was 5*. Unfortunately 4 years later the service is far from ideal. Big issues with getting a ride accepted so drivers can ramp up the cost. Plenty of occasions where drivers accept and then cancel. I've even had a drivier cancel on me whilst on the street I was on! Uber need to do something to address reliability issues.,2,9,4.556.10005,2024-12-14 20:04:55,,,4.556.10005,0.4574,positive
User_1804,,It's busy so fares are a lot higher then usual that's what they say way too much a 15 dollar ride is 45 no way I work to hard for that I will stick to the bus,1,0,4.556.10005,2024-12-14 19:20:24,,,4.556.10005,-0.3818,negative
User_1807,,Best and reasonable prices,5,0,4.556.10005,2024-12-14 19:08:57,,,4.556.10005,0.6369,positive
User_1808,,Some times show different rate to constumer and driver,3,0,,2024-12-14 19:05:27,,,,0.0,neutral
User_1812,,"High prices , in some areas there are more than 2x compare to other",2,0,,2024-12-14 18:54:22,,,,0.0,neutral
User_1818,,"This company says one fare but charges another to your credit card. If possible use Lyft, much more trustworthy.",1,0,4.555.10003,2024-12-14 18:40:16,,,4.555.10003,0.7958,positive
User_1856,,TOO EXPENSIVE FOR A SATURDAY NOT HAPPY AT ALL,1,0,4.556.10005,2024-12-14 17:08:10,,,4.556.10005,-0.4585,negative
User_1893,,Best lpw rate,5,0,4.556.10005,2024-12-14 15:44:02,,,4.556.10005,0.6369,positive
User_1894,,"Uber was my favourite and have used it extensively for short and long distances but for the past some months it has become like one of the other apps in its category. The rates are on the higher side, the new promotional emails and notifications are fake, they don't actually provide discounts as claimed in this promos. The drivers are somewhat weird, one such driver stood at an incorrect location & waiting charges was billed.",3,56,4.556.10005,2024-12-14 15:43:56,,,4.556.10005,-0.6322,negative
User_1897,,Rate bahut kam haiii Ghatiyaaa app hai,1,0,4.548.10001,2024-12-14 15:33:08,,,4.548.10001,0.0,neutral
User_1922,,The best thing is that they have an highly active customer support unlike Rapido. The prices are also well reasonable with good drivers.,5,0,,2024-12-14 14:42:32,,,,0.9344,positive
User_1923,,Qaulity cars and very professional drivers. Uber offers very good safety for passengers. The prices for rides are very reasonable.,5,0,4.462.10000,2024-12-14 14:36:45,,,4.462.10000,0.7604,positive
User_1941,,Exhorbitantly expensive. The uber fees charged are just insane. Sad these stuffs are not regulated by a regulatory body.,1,0,4.556.10005,2024-12-14 13:51:39,,,4.556.10005,-0.7832,negative
User_1954,,"Now 10 dollars 💵 , after 2 min 12 dollars. Shiittt... sometimes it is cheaper than transit. Logic ??",1,0,,2024-12-14 13:26:49,,,,0.0,neutral
User_1955,,Cheaper compared with others,5,0,4.556.10005,2024-12-14 13:25:42,,,4.556.10005,0.0,neutral
User_1975,,Prompt service at cheaper rate,5,0,4.555.10003,2024-12-14 12:24:59,,,4.555.10003,0.0,neutral
User_1976,,Best price,5,0,4.556.10005,2024-12-14 12:23:58,,,4.556.10005,0.6369,positive
User_1998,,"Reasonable price and good service, quick confirmation cab booking.",5,0,4.556.10005,2024-12-14 11:26:18,,,4.556.10005,0.4404,positive
User_2006,,"Fare price me fraud karte hai yeh log , Drive long Route se leke jata hai or 500 ka price show kar ke 1000 rs le lete hai. please don't use uber, Uber se acha OLA HAI",1,0,4.472.10002,2024-12-14 11:03:44,,,4.472.10002,-0.3612,negative
User_2007,,Good app when you are not local person and need fair fare. Overall Good experience.,5,0,4.556.10005,2024-12-14 11:03:21,,,4.556.10005,0.7964,positive
User_2021,,I was quoted one price and charged more. Going back to Lyft,1,0,4.556.10005,2024-12-14 10:12:42,,,4.556.10005,-0.2023,negative
User_2027,,Very accurate information,5,0,4.555.10003,2024-12-14 10:01:37,,,4.555.10003,0.0,neutral
User_2040,,I am totally exhasuted today...previous some bookings drivers not available but today i am in urgency i booked the moto 1st one attend and cancel immediately 2nd one accept and on the way after waiting for 5 mins he also cancel the ride without any information 3rd one also attend and cancel immediately...i can't expect this...i waiting the location for past half an hour to book a moto...you guys thinking your price will get more customers. It not it only depend on how you give the service.,1,1,4.556.10005,2024-12-14 09:46:03,,,4.556.10005,-0.4767,negative
User_2044,,"Worst app ever i experienced,so much disturbing , and customer service is toooo bad they never help you. Always the fare prices increase on destination 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻 RAPIDO IS MUCH BETTER",1,0,4.555.10003,2024-12-14 09:34:47,,,4.555.10003,-0.8034,negative
User_2050,,I do not understand why I am charged an additional R66 for cash payment and that on a short trip. A 70% added cost!!!,2,0,4.556.10005,2024-12-14 09:18:30,,,4.556.10005,-0.3971,negative
User_2062,,Extremely disappointed I've been trying to contact someone all day my Uber charged me 42$(for a 5 min ride btw) when I was only supposed to be charged 10$ their phone died why is it so hard to talk to a real person this was money I barely even had to get to work so I'm very frustrated and can't even eat now because I'm very tight on money and that's what I was going to use the next few days so thanks Uber for your terrible service as a long time customer I'm extremely disappointed,1,1,4.515.10001,2024-12-14 08:45:33,,,4.515.10001,-0.9567,negative
User_2076,,Cost and timing is good 👍,5,0,4.550.10001,2024-12-14 07:30:02,,,4.550.10001,0.4404,positive
User_2094,,Normally price are reasonable.,5,0,4.556.10005,2024-12-14 06:29:38,,,4.556.10005,0.0,neutral
User_2096,,Works great. Prices fluctuate for seemingly no reason sometime but waiting will make them drop. Love it,5,1,4.556.10005,2024-12-14 06:27:47,,,4.556.10005,0.7269,positive
User_2123,,Jacked up the prices. Not worth it anymore.,1,0,4.555.10003,2024-12-14 04:47:51,,,4.555.10003,-0.1695,negative
User_2126,,Its very accessible and time saving affordable also,5,0,4.555.10003,2024-12-14 04:31:15,,,4.555.10003,0.0,neutral
User_2135,,Takes forever to get a ride a lot of times and is the cost is unacceptable sometimes,3,0,4.555.10003,2024-12-14 04:03:07,,,4.555.10003,-0.4588,negative
User_2136,,Its goid and the drivers are nice but my problem is it to expensive to give uver drivers a tip they deserve,4,0,4.556.10005,2024-12-14 04:00:23,,,4.556.10005,-0.3919,negative
User_2180,,"Today i booked a ride and it showed a reasonable price,all the way to the destination the price stayed the same but immediately when i arrived at the destination, the price increased almost double to what it showed when i booked the ride",2,0,4.555.10003,2024-12-14 00:49:17,,,4.555.10003,0.3919,positive
User_2181,,It pretty nice but prices are kinda crazy,5,0,4.555.10003,2024-12-14 00:46:23,,,4.555.10003,0.0873,positive
